kuu,turunduskanal,kliente,tellimusi,kogukaive
2025-02-01 00:00:00,google,41,50,14855.50
2025-02-01 00:00:00,IG,20,30,8658.83
2025-02-01 00:00:00,fb_ads,17,21,6703.65
2025-02-01 00:00:00,FB,14,18,6545.50
2025-02-01 00:00:00,Facebook Ads,19,22,6309.28
2025-02-01 00:00:00,Facebook,20,21,5727.24
2025-02-01 00:00:00,instagram_ads,13,13,3804.53
2025-02-01 00:00:00,Tundmatu / kanal puudub,11,11,3681.96
2025-02-01 00:00:00,Instagram,12,12,3386.69
2025-02-01 00:00:00,ig_ads,10,10,2095.76
2025-12-01 00:00:00,facebook_ads,6,6,9611.21
2025-12-01 00:00:00,direct,6,6,6397.18
2025-12-01 00:00:00,instagram,6,6,5604.80
2025-12-01 00:00:00,google_organic,6,6,4872.06
